run_id,mode,stages,scenario,device,collect_ms,node_collection_ms,visual_roi_planning_ms,screen_candidate_extraction_ms,candidate_post_processing_ms,candidate_parallel_wait_ms,backend_api_ms,backend_e2e_ms,ocr_ms,coord_ms,display_ms,node_count,screen_candidates,char_nodes,char_range_candidates,overlay_candidates,overlay_rendered,offensive,filtered,visual_roi_candidates,visual_roi_selected,visual_ocr_raw,visual_ocr_selected,observed_total_ms,risk_gate_mask_ms,risk_gate_event_age_ms,risk_gate_receive_to_mask_ms,fast_provisional_mask_ms,fast_provisional_event_age_ms,fast_provisional_build_ms,fast_provisional_overlay_ms,fast_provisional_receive_to_mask_ms,artifact_dir
android-google-quick-20260609T2012-s12345_full-1,opt_base_fullscreen_ocr,1+2+3,google-mobile-android-google-profanity,sdk_gphone64_arm64,243,230,0,13,0,13,591,867,,13,,8,7,0,0,0,0,0,0,1,1,0,0,867,,,,264,250,13,1,14,/private/tmp/chungmaru-android-google-quick-20260609T2012/runs/android-google-quick-20260609T2012-s12345_full-1
