mode,stages,runs,avg_collect_ms,min_collect_ms,max_collect_ms,avg_node_collection_ms,avg_visual_roi_planning_ms,avg_screen_candidate_extraction_ms,avg_candidate_post_processing_ms,avg_candidate_parallel_wait_ms,avg_backend_api_ms,avg_backend_e2e_ms,avg_ocr_ms,avg_coord_ms,avg_display_ms,avg_observed_total_ms,avg_screen_candidates,avg_char_nodes,avg_char_range_candidates,avg_overlay_candidates,avg_overlay_rendered,avg_offensive,avg_filtered,avg_roi_selected,avg_ocr_selected,avg_risk_gate_mask_ms,avg_risk_gate_event_age_ms,avg_risk_gate_receive_to_mask_ms,avg_fast_provisional_mask_ms,avg_fast_provisional_event_age_ms,avg_fast_provisional_build_ms,avg_fast_provisional_overlay_ms,avg_fast_provisional_receive_to_mask_ms
opt_base_fullscreen_ocr,1+2+3,1,243.0,243,243,230.0,0.0,13.0,0.0,13.0,591.0,867.0,,13.0,,867.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,264.0,250.0,13.0,1.0,14.0
