timestamp,case_id,url_origin,seed_domain,seed_category,seed_risk_level,repeat_index,startup_gate_enabled,live_page_ok,scan_ok,action_count,removed_count,placeholder_count,remaining_visible_tile_count,candidate_sized_visible_media_element_count,false_hidden_count,collect_ms,apply_ms,dom_added_to_action_ms,visual_artifact_path,visual_artifact_bytes,visual_capture_error
2026-07-01T16:54:26+09:00,live_1_jusoguide1_com_decision_first_r1,https://jusoguide1.com,jusoguide1.com,gambling,block,1,False,True,True,18,18,0,0,0,0,3,3,1,evaluation/media-safety/results/current/visual/live-1-jusoguide1-com-decision-first-r1.png,88848,
2026-07-01T16:54:39+09:00,live_2_jusowhy1_com_decision_first_r1,https://jusowhy1.com,jusowhy1.com,gambling,block,1,False,True,True,34,34,0,0,0,0,3,7,5,evaluation/media-safety/results/current/visual/live-2-jusowhy1-com-decision-first-r1.png,143437,
2026-07-01T16:54:52+09:00,live_3_example_com_decision_first_r1,https://example.com,example.com,benign,allow,1,False,True,True,0,0,0,0,0,0,0,0,0,evaluation/media-safety/results/current/visual/live-3-example-com-decision-first-r1.png,17566,
2026-07-01T16:55:05+09:00,live_4_www_wikipedia_org_decision_first_r1,https://www.wikipedia.org,wikipedia.org,benign,allow,1,False,True,True,0,0,0,0,1,0,1,0,0,evaluation/media-safety/results/current/visual/live-4-www-wikipedia-org-decision-first-r1.png,115969,
