run_id,sample_id,measured_at,source,scenario,platform,url,run_reason,backend_url,sensitivity,batch_size,total_candidate_count,dirty_candidate_count,foreground_candidate_count,analysis_unit_count,requested_text_count,backend_request_count,backend_cache_hit_count,worker_cache_hit_count,settings_load_ms,candidate_collect_ms,dirty_select_ms,prioritize_ms,foreground_select_ms,parser_ms,pre_backend_ms,local_preflight_ms,backend_roundtrip_ms,backend_reported_ms,backend_queue_wait_ms,backend_request_duration_max_ms,backend_internal_avg_ms,backend_internal_max_ms,backend_model_avg_ms,backend_model_max_ms,decision_build_ms,mask_apply_ms,post_backend_to_mask_ms,first_mask_ms,total_to_mask_ms,reconcile_ms,masked_span_count,returned_span_count,dropped_span_count,blocked_node_count,positive_count,profane_count,toxic_count,hate_count,status,error_code,notes
mac-android-smoke-20260606T1735KST,1,2026-06-06T16:21:46+09:00,android-pipeline-benchmark,pipeline-01-02-03-04-05,android,,s12345_full,http://10.0.2.2:8000,,14,14,,14,14,,,,,,2253,,,,,2253,,389,1559,,1559,,,,,388,111,388.0,2253,2253,,2,3,,3,2,,,,ok,,android pipeline benchmark; mode=s12345_full; stages=1+2+3+4+5; device=sdk_gphone64_arm64; artifact_dir=/private/tmp/chungmaru-android-pipeline-benchmark-mac-android-smoke-20260606T1735KST/runs/mac-android-smoke-20260606T1735KST-s12345_full-1
