run_id,row_sample_id,measured_at,scenario,batch_size,total_candidate_count,foreground_candidate_count,analysis_unit_count,requested_text_count,backend_request_count,row_total_to_mask_ms,backend_roundtrip_ms,backend_internal_avg_ms,backend_model_avg_ms,candidate_collect_ms,parser_ms,pre_backend_ms,local_preflight_ms,decision_build_ms,mask_apply_ms,post_backend_to_mask_ms,first_mask_ms,amortized_total_ms_per_requested_text,latency_bucket,dominant_stage,dominant_stage_ms,worst_rank,is_absolute_worst,is_extreme_outlier,is_outlier_excluded_worst,is_recurring_slow_bucket,is_fast_or_cache_path,user_visible_latency_basis,throughput_note,raw_notes
chrome-10k-fixture-20260607T2314,1329,2026-06-07T23:20:28+09:00,profanity,16,20,8,8,8,2,75,72,8.272,7.952,2,,2,,,,,3,9.38,normal<=100ms,backend_roundtrip_ms,72.0,3432,no,no,no,no,no,total_to_mask_ms,8 requested texts in row; amortized=9.38ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1330,2026-06-07T23:20:28+09:00,bypass,4,10,8,8,5,2,262,261,41.842,41.575,1,,1,,,,,,52.4,slow<=500ms,backend_roundtrip_ms,261.0,122,no,no,no,yes,no,total_to_mask_ms,5 requested texts in row; amortized=52.40ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1331,2026-06-07T23:20:29+09:00,bypass,8,18,8,8,5,2,231,227,37.557,37.258,3,,4,,,,,,46.2,noticeable<=250ms,backend_roundtrip_ms,227.0,282,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=46.20ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1332,2026-06-07T23:20:29+09:00,bypass,16,20,8,8,5,2,199,196,33.754,33.471,2,,2,,,,,,39.8,noticeable<=250ms,backend_roundtrip_ms,196.0,568,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=39.80ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1333,2026-06-07T23:20:29+09:00,mixed,4,9,8,8,5,1,32,31,13.162,12.833,1,,1,,,,,,6.4,fast<=50ms,backend_roundtrip_ms,31.0,9374,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=6.40ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1334,2026-06-07T23:20:30+09:00,mixed,8,17,8,8,5,2,51,49,15.167,14.8,1,,2,,,,,,10.2,normal<=100ms,backend_roundtrip_ms,49.0,7870,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=10.20ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1335,2026-06-07T23:20:30+09:00,mixed,16,19,8,8,5,2,54,51,15.548,15.208,2,,2,,,,,,10.8,normal<=100ms,backend_roundtrip_ms,51.0,7515,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=10.80ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1336,2026-06-07T23:20:30+09:00,search-result,4,10,8,8,5,2,81,80,19.156,18.884,1,,1,,,,,,16.2,normal<=100ms,backend_roundtrip_ms,80.0,2394,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=16.20ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1337,2026-06-07T23:20:31+09:00,search-result,8,18,8,8,5,2,75,73,18.245,17.97,1,,2,,,,,,15.0,normal<=100ms,backend_roundtrip_ms,73.0,3433,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=15.00ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1338,2026-06-07T23:20:31+09:00,search-result,16,20,8,8,5,2,69,67,17.533,17.273,2,,2,,,,,,13.8,normal<=100ms,backend_roundtrip_ms,67.0,4617,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=13.80ms/text,real Chrome unpacked extension content-script pipeline
chrome-10k-fixture-20260607T2314,1339,2026-06-07T23:20:31+09:00,profanity,4,10,8,8,5,2,80,79,12.511,12.224,1,,1,,,,,1,16.0,normal<=100ms,backend_roundtrip_ms,79.0,2531,no,no,no,no,no,total_to_mask_ms,5 requested texts in row; amortized=16.00ms/text,real Chrome unpacked extension content-script pipeline
